Project,SOW Pole,OneMap Pole,Match Type,Confidence,Distance (m),Verification Status
"louissep15","LAW.P.C326","LAW.P.C326","numeric_suffix",95%,,
"louissep15","LAW.P.C327","LAW.P.C327","numeric_suffix",95%,,
"louissep15","LAW.P.C328","LAW.P.C328","numeric_suffix",95%,,
"louissep15","LAW.P.C329","LAW.P.C329","numeric_suffix",95%,,
"louissep15","LAW.P.C330","LAW.P.C330","numeric_suffix",95%,,
"louissep15","LAW.P.C331","LAW.P.C331","numeric_suffix",95%,,
"louissep15","LAW.P.C332","LAW.P.C332","numeric_suffix",95%,,
"louissep15","LAW.P.C333","LAW.P.C333","numeric_suffix",95%,,
"louissep15","LAW.P.C334","LAW.P.C334","numeric_suffix",95%,,
"louissep15","LAW.P.C335","LAW.P.C335","numeric_suffix",95%,,
"louissep15","LAW.P.C336","LAW.P.C336","numeric_suffix",95%,,
"louissep15","LAW.P.C337","LAW.P.C337","numeric_suffix",95%,,
"louissep15","LAW.P.C338","LAW.P.C338","numeric_suffix",95%,,
"louissep15","LAW.P.C339","LAW.P.C339","numeric_suffix",95%,,
"louissep15","LAW.P.C340","LAW.P.C340","numeric_suffix",95%,,
"louissep15","LAW.P.C341","LAW.P.C341","numeric_suffix",95%,,
"louissep15","LAW.P.C342","LAW.P.C342","numeric_suffix",95%,,
"louissep15","LAW.P.C344","LAW.P.C344","numeric_suffix",95%,,
"louissep15","LAW.P.C345","LAW.P.C345","numeric_suffix",95%,,
"louissep15","LAW.P.C346","LAW.P.C346","numeric_suffix",95%,,
"louissep15","LAW.P.C347","LAW.P.C347","numeric_suffix",95%,,
"louissep15","LAW.P.C348","LAW.P.C348","numeric_suffix",95%,,
"louissep15","LAW.P.C349","LAW.P.C349","numeric_suffix",95%,,
"louissep15","LAW.P.C350","LAW.P.C350","numeric_suffix",95%,,
"louissep15","LAW.P.C351","LAW.P.C351","numeric_suffix",95%,,
"louissep15","LAW.P.C352","LAW.P.C352","numeric_suffix",95%,,
"louissep15","LAW.P.C353","LAW.P.C353","numeric_suffix",95%,,
"louissep15","LAW.P.C354","LAW.P.C354","numeric_suffix",95%,,
"louissep15","LAW.P.C355","LAW.P.C355","numeric_suffix",95%,,
"louissep15","LAW.P.C356","LAW.P.C356","numeric_suffix",95%,,
"louissep15","LAW.P.C357","LAW.P.C357","numeric_suffix",95%,,
"louissep15","LAW.P.C358","LAW.P.C358","numeric_suffix",95%,,
"louissep15","LAW.P.C359","LAW.P.C359","numeric_suffix",95%,,
"louissep15","LAW.P.C360","LAW.P.C360","numeric_suffix",95%,,
"louissep15","LAW.P.C361","LAW.P.C361","numeric_suffix",95%,,
"louissep15","LAW.P.C362","LAW.P.C362","numeric_suffix",95%,,
"louissep15","LAW.P.C363","LAW.P.C363","numeric_suffix",95%,,
"louissep15","LAW.P.C364","LAW.P.C364","numeric_suffix",95%,,
"louissep15","LAW.P.C365","LAW.P.C365","numeric_suffix",95%,,
"louissep15","LAW.P.C366","LAW.P.C366","numeric_suffix",95%,,
"louissep15","LAW.P.C367","LAW.P.C367","numeric_suffix",95%,,
"louissep15","LAW.P.C368","LAW.P.C368","numeric_suffix",95%,,
"louissep15","LAW.P.C369","LAW.P.C369","numeric_suffix",95%,,
"louissep15","LAW.P.C370","LAW.P.C370","numeric_suffix",95%,,
"louissep15","LAW.P.C371","LAW.P.C371","numeric_suffix",95%,,
"louissep15","LAW.P.C373","LAW.P.C373","numeric_suffix",95%,,
"louissep15","LAW.P.C374","LAW.P.C374","numeric_suffix",95%,,
"louissep15","LAW.P.C375","LAW.P.C375","numeric_suffix",95%,,
"louissep15","LAW.P.C376","LAW.P.C376","numeric_suffix",95%,,
"louissep15","LAW.P.C377","LAW.P.C377","numeric_suffix",95%,,
"louissep15","LAW.P.C378","LAW.P.C378","numeric_suffix",95%,,
"louissep15","LAW.P.C379","LAW.P.C379","numeric_suffix",95%,,
"louissep15","LAW.P.C380","LAW.P.C380","numeric_suffix",95%,,
"louissep15","LAW.P.C381","LAW.P.C381","numeric_suffix",95%,,
"louissep15","LAW.P.C382","LAW.P.C382","numeric_suffix",95%,,
"louissep15","LAW.P.C383","LAW.P.C383","numeric_suffix",95%,,
"louissep15","LAW.P.C384","LAW.P.C384","numeric_suffix",95%,,
"louissep15","LAW.P.C385","LAW.P.C385","numeric_suffix",95%,,
"louissep15","LAW.P.C386","LAW.P.C386","numeric_suffix",95%,,
"louissep15","LAW.P.C387","LAW.P.C387","numeric_suffix",95%,,
"louissep15","LAW.P.C388","LAW.P.C388","numeric_suffix",95%,,
"louissep15","LAW.P.C389","LAW.P.C389","numeric_suffix",95%,,
"louissep15","LAW.P.C390","LAW.P.C390","numeric_suffix",95%,,
"louissep15","LAW.P.C391","LAW.P.C391","numeric_suffix",95%,,
"louissep15","LAW.P.C392","LAW.P.C392","numeric_suffix",95%,,
"louissep15","LAW.P.C393","LAW.P.C393","numeric_suffix",95%,,
"louissep15","LAW.P.C394","LAW.P.C394","numeric_suffix",95%,,
"louissep15","LAW.P.C395","LAW.P.C395","numeric_suffix",95%,,
"louissep15","LAW.P.C396","LAW.P.C396","numeric_suffix",95%,,
"louissep15","LAW.P.C397","LAW.P.C397","numeric_suffix",95%,,
"louissep15","LAW.P.C398","LAW.P.C398","numeric_suffix",95%,,
"louissep15","LAW.P.C399","LAW.P.C399","numeric_suffix",95%,,
"louissep15","LAW.P.C400","LAW.P.C400","numeric_suffix",95%,,
"louissep15","LAW.P.C401","LAW.P.C401","numeric_suffix",95%,,
"louissep15","LAW.P.C402","LAW.P.C402","numeric_suffix",95%,,
"louissep15","LAW.P.C403","LAW.P.C403","numeric_suffix",95%,,
"louissep15","LAW.P.C404","LAW.P.C404","numeric_suffix",95%,,
"louissep15","LAW.P.C405","LAW.P.C405","numeric_suffix",95%,,
"louissep15","LAW.P.C406","LAW.P.C406","numeric_suffix",95%,,
"louissep15","LAW.P.C407","LAW.P.C407","numeric_suffix",95%,,
"louissep15","LAW.P.C408","LAW.P.C408","numeric_suffix",95%,,
"louissep15","LAW.P.C409","LAW.P.C409","numeric_suffix",95%,,
"louissep15","LAW.P.C410","LAW.P.C410","numeric_suffix",95%,,
"louissep15","LAW.P.C411","LAW.P.C411","numeric_suffix",95%,,
"louissep15","LAW.P.C412","LAW.P.C412","numeric_suffix",95%,,
"louissep15","LAW.P.C413","LAW.P.C413","numeric_suffix",95%,,
"louissep15","LAW.P.C414","LAW.P.C414","numeric_suffix",95%,,
"louissep15","LAW.P.C415","LAW.P.C415","numeric_suffix",95%,,
"louissep15","LAW.P.C416","LAW.P.C416","numeric_suffix",95%,,
"louissep15","LAW.P.C417","LAW.P.C417","numeric_suffix",95%,,
"louissep15","LAW.P.C418","LAW.P.C418","numeric_suffix",95%,,
"louissep15","LAW.P.C419","LAW.P.C419","numeric_suffix",95%,,
"louissep15","LAW.P.C420","LAW.P.C420","numeric_suffix",95%,,
"louissep15","LAW.P.C421","LAW.P.C421","numeric_suffix",95%,,
"louissep15","LAW.P.C422","LAW.P.C422","numeric_suffix",95%,,
"louissep15","LAW.P.C423","LAW.P.C423","numeric_suffix",95%,,
"louissep15","LAW.P.C424","LAW.P.C424","numeric_suffix",95%,,
"louissep15","LAW.P.C425","LAW.P.C425","numeric_suffix",95%,,
"louissep15","LAW.P.C426","LAW.P.C426","numeric_suffix",95%,,
"louissep15","LAW.P.C427","LAW.P.C427","numeric_suffix",95%,,
"louissep15","LAW.P.C428","LAW.P.C428","numeric_suffix",95%,,
"louissep15","LAW.P.C429","LAW.P.C429","numeric_suffix",95%,,
"louissep15","LAW.P.C430","LAW.P.C430","numeric_suffix",95%,,
"louissep15","LAW.P.C431","LAW.P.C431","numeric_suffix",95%,,
"louissep15","LAW.P.C432","LAW.P.C432","numeric_suffix",95%,,
"louissep15","LAW.P.C433","LAW.P.C433","numeric_suffix",95%,,
"louissep15","LAW.P.C434","LAW.P.C434","numeric_suffix",95%,,
"louissep15","LAW.P.C435","LAW.P.C435","numeric_suffix",95%,,
"louissep15","LAW.P.C436","LAW.P.C436","numeric_suffix",95%,,
"louissep15","LAW.P.C437","LAW.P.C437","numeric_suffix",95%,,
"louissep15","LAW.P.C438","LAW.P.C438","numeric_suffix",95%,,
"louissep15","LAW.P.C439","LAW.P.C439","numeric_suffix",95%,,
"louissep15","LAW.P.C440","LAW.P.C440","numeric_suffix",95%,,
"louissep15","LAW.P.C441","LAW.P.C441","numeric_suffix",95%,,
"louissep15","LAW.P.C442","LAW.P.C442","numeric_suffix",95%,,
"louissep15","LAW.P.C443","LAW.P.C443","numeric_suffix",95%,,
"louissep15","LAW.P.C444","LAW.P.C444","numeric_suffix",95%,,
"louissep15","LAW.P.C445","LAW.P.C445","numeric_suffix",95%,,
"louissep15","LAW.P.C446","LAW.P.C446","numeric_suffix",95%,,
"louissep15","LAW.P.C447","LAW.P.C447","numeric_suffix",95%,,
"louissep15","LAW.P.C448","LAW.P.C448","numeric_suffix",95%,,
"louissep15","LAW.P.C449","LAW.P.C449","numeric_suffix",95%,,
"louissep15","LAW.P.C450","LAW.P.C450","numeric_suffix",95%,,
"louissep15","LAW.P.C451","LAW.P.C451","numeric_suffix",95%,,
"louissep15","LAW.P.C452","LAW.P.C452","numeric_suffix",95%,,
"louissep15","LAW.P.C453","LAW.P.C453","numeric_suffix",95%,,
"louissep15","LAW.P.C454","LAW.P.C454","numeric_suffix",95%,,
"louissep15","LAW.P.C455","LAW.P.C455","numeric_suffix",95%,,
"louissep15","LAW.P.C456","LAW.P.C456","numeric_suffix",95%,,
"louissep15","LAW.P.C457","LAW.P.C457","numeric_suffix",95%,,
"louissep15","LAW.P.C458","LAW.P.C458","numeric_suffix",95%,,
"louissep15","LAW.P.C459","LAW.P.C459","numeric_suffix",95%,,
"louissep15","LAW.P.C460","LAW.P.C460","numeric_suffix",95%,,
"louissep15","LAW.P.C461","LAW.P.C461","numeric_suffix",95%,,
"louissep15","LAW.P.C462","LAW.P.C462","numeric_suffix",95%,,
"louissep15","LAW.P.C463","LAW.P.C463","numeric_suffix",95%,,
"louissep15","LAW.P.C464","LAW.P.C464","numeric_suffix",95%,,
"louissep15","LAW.P.C465","LAW.P.C465","numeric_suffix",95%,,
"louissep15","LAW.P.C466","LAW.P.C466","numeric_suffix",95%,,
"louissep15","LAW.P.C467","LAW.P.C467","numeric_suffix",95%,,
"louissep15","LAW.P.C468","LAW.P.C468","numeric_suffix",95%,,
"louissep15","LAW.P.C469","LAW.P.C469","numeric_suffix",95%,,
"louissep15","LAW.P.C470","LAW.P.C470","numeric_suffix",95%,,
"louissep15","LAW.P.C471","LAW.P.C471","numeric_suffix",95%,,
"louissep15","LAW.P.C472","LAW.P.C472","numeric_suffix",95%,,
"louissep15","LAW.P.C473","LAW.P.C473","numeric_suffix",95%,,
"louissep15","LAW.P.C474","LAW.P.C474","numeric_suffix",95%,,
"louissep15","LAW.P.C475","LAW.P.C475","numeric_suffix",95%,,
"louissep15","LAW.P.C476","LAW.P.C476","numeric_suffix",95%,,
"louissep15","LAW.P.C477","LAW.P.C477","numeric_suffix",95%,,
"louissep15","LAW.P.C478","LAW.P.C478","numeric_suffix",95%,,
"louissep15","LAW.P.C479","LAW.P.C479","numeric_suffix",95%,,
"louissep15","LAW.P.C480","LAW.P.C480","numeric_suffix",95%,,
"louissep15","LAW.P.C481","LAW.P.C481","numeric_suffix",95%,,
"louissep15","LAW.P.C482","LAW.P.C482","numeric_suffix",95%,,
"louissep15","LAW.P.C483","LAW.P.C483","numeric_suffix",95%,,
"louissep15","LAW.P.C484","LAW.P.C484","numeric_suffix",95%,,
"louissep15","LAW.P.C485","LAW.P.C485","numeric_suffix",95%,,
"louissep15","LAW.P.C486","LAW.P.C486","numeric_suffix",95%,,
"louissep15","LAW.P.C487","LAW.P.C487","numeric_suffix",95%,,
"louissep15","LAW.P.C488","LAW.P.C488","numeric_suffix",95%,,
"louissep15","LAW.P.C489","LAW.P.C489","numeric_suffix",95%,,
"louissep15","LAW.P.C490","LAW.P.C490","numeric_suffix",95%,,
"louissep15","LAW.P.C491","LAW.P.C491","numeric_suffix",95%,,
"louissep15","LAW.P.C492","LAW.P.C492","numeric_suffix",95%,,
"louissep15","LAW.P.C493","LAW.P.C493","numeric_suffix",95%,,
"louissep15","LAW.P.C494","LAW.P.C494","numeric_suffix",95%,,
"louissep15","LAW.P.C495","LAW.P.C495","numeric_suffix",95%,,
"louissep15","LAW.P.C496","LAW.P.C496","numeric_suffix",95%,,
"louissep15","LAW.P.C497","LAW.P.C497","numeric_suffix",95%,,
"louissep15","LAW.P.C498","LAW.P.C498","numeric_suffix",95%,,
"louissep15","LAW.P.C499","LAW.P.C499","numeric_suffix",95%,,
"louissep15","LAW.P.C500","LAW.P.C500","numeric_suffix",95%,,
"louissep15","LAW.P.C501","LAW.P.C501","numeric_suffix",95%,,
"louissep15","LAW.P.C502","LAW.P.C502","numeric_suffix",95%,,
"louissep15","LAW.P.C503","LAW.P.C503","numeric_suffix",95%,,
"louissep15","LAW.P.C504","LAW.P.C504","numeric_suffix",95%,,
"louissep15","LAW.P.C505","LAW.P.C505","numeric_suffix",95%,,
"louissep15","LAW.P.C506","LAW.P.C506","numeric_suffix",95%,,
"louissep15","LAW.P.C507","LAW.P.C507","numeric_suffix",95%,,
"louissep15","LAW.P.C508","LAW.P.C508","numeric_suffix",95%,,
"louissep15","LAW.P.C509","LAW.P.C509","numeric_suffix",95%,,
"louissep15","LAW.P.C510","LAW.P.C510","numeric_suffix",95%,,
"louissep15","LAW.P.C511","LAW.P.C511","numeric_suffix",95%,,
"louissep15","LAW.P.C512","LAW.P.C512","numeric_suffix",95%,,
"louissep15","LAW.P.C513","LAW.P.C513","numeric_suffix",95%,,
"louissep15","LAW.P.C514","LAW.P.C514","numeric_suffix",95%,,
"louissep15","LAW.P.C515","LAW.P.C515","numeric_suffix",95%,,
"louissep15","LAW.P.C516","LAW.P.C516","numeric_suffix",95%,,
"louissep15","LAW.P.C517","LAW.P.C517","numeric_suffix",95%,,
"louissep15","LAW.P.C518","LAW.P.C518","numeric_suffix",95%,,
"louissep15","LAW.P.C519","LAW.P.C519","numeric_suffix",95%,,
"louissep15","LAW.P.C520","LAW.P.C520","numeric_suffix",95%,,
"louissep15","LAW.P.C521","LAW.P.C521","numeric_suffix",95%,,
"louissep15","LAW.P.C522","LAW.P.C522","numeric_suffix",95%,,
"louissep15","LAW.P.C523","LAW.P.C523","numeric_suffix",95%,,
"louissep15","LAW.P.C524","LAW.P.C524","numeric_suffix",95%,,
"louissep15","LAW.P.C525","LAW.P.C525","numeric_suffix",95%,,
"louissep15","LAW.P.C526","LAW.P.C526","numeric_suffix",95%,,
"louissep15","LAW.P.C527","LAW.P.C527","numeric_suffix",95%,,
"louissep15","LAW.P.C528","LAW.P.C528","numeric_suffix",95%,,
"louissep15","LAW.P.C529","LAW.P.C529","numeric_suffix",95%,,
"louissep15","LAW.P.C530","LAW.P.C530","numeric_suffix",95%,,
"louissep15","LAW.P.C531","LAW.P.C531","numeric_suffix",95%,,
"louissep15","LAW.P.C532","LAW.P.C532","numeric_suffix",95%,,
"louissep15","LAW.P.C533","LAW.P.C533","numeric_suffix",95%,,
"louissep15","LAW.P.C534","LAW.P.C534","numeric_suffix",95%,,
"louissep15","LAW.P.C535","LAW.P.C535","numeric_suffix",95%,,
"louissep15","LAW.P.C536","LAW.P.C536","numeric_suffix",95%,,
"louissep15","LAW.P.C537","LAW.P.C537","numeric_suffix",95%,,
"louissep15","LAW.P.C538","LAW.P.C538","numeric_suffix",95%,,
"louissep15","LAW.P.C539","LAW.P.C539","numeric_suffix",95%,,
"louissep15","LAW.P.C540","LAW.P.C540","numeric_suffix",95%,,
"louissep15","LAW.P.C541","LAW.P.C541","numeric_suffix",95%,,
"louissep15","LAW.P.C542","LAW.P.C542","numeric_suffix",95%,,
"louissep15","LAW.P.C543","LAW.P.C543","numeric_suffix",95%,,
"louissep15","LAW.P.C544","LAW.P.C544","numeric_suffix",95%,,
"louissep15","LAW.P.C545","LAW.P.C545","numeric_suffix",95%,,
"louissep15","LAW.P.C546","LAW.P.C546","numeric_suffix",95%,,
"louissep15","LAW.P.C547","LAW.P.C547","numeric_suffix",95%,,
"louissep15","LAW.P.C548","LAW.P.C548","numeric_suffix",95%,,
"louissep15","LAW.P.C549","LAW.P.C549","numeric_suffix",95%,,
"louissep15","LAW.P.C550","LAW.P.C550","numeric_suffix",95%,,
"louissep15","LAW.P.C551","LAW.P.C551","numeric_suffix",95%,,
"louissep15","LAW.P.C552","LAW.P.C552","numeric_suffix",95%,,
"louissep15","LAW.P.C553","LAW.P.C553","numeric_suffix",95%,,
"louissep15","LAW.P.C554","LAW.P.C554","numeric_suffix",95%,,
"louissep15","LAW.P.C555","LAW.P.C555","numeric_suffix",95%,,
"louissep15","LAW.P.C556","LAW.P.C556","numeric_suffix",95%,,
"louissep15","LAW.P.C558","LAW.P.C558","numeric_suffix",95%,,
"louissep15","LAW.P.C559","LAW.P.C559","numeric_suffix",95%,,
"louissep15","LAW.P.C560","LAW.P.C560","numeric_suffix",95%,,
"louissep15","LAW.P.C561","LAW.P.C561","numeric_suffix",95%,,
"louissep15","LAW.P.C562","LAW.P.C562","numeric_suffix",95%,,
"louissep15","LAW.P.C563","LAW.P.C563","numeric_suffix",95%,,
"louissep15","LAW.P.C564","LAW.P.C564","numeric_suffix",95%,,
"louissep15","LAW.P.C565","LAW.P.C565","numeric_suffix",95%,,
"louissep15","LAW.P.C566","LAW.P.C566","numeric_suffix",95%,,
"louissep15","LAW.P.C567","LAW.P.C567","numeric_suffix",95%,,
"louissep15","LAW.P.C568","LAW.P.C568","numeric_suffix",95%,,
"louissep15","LAW.P.C569","LAW.P.C569","numeric_suffix",95%,,
"louissep15","LAW.P.C570","LAW.P.C570","numeric_suffix",95%,,
"louissep15","LAW.P.C571","LAW.P.C571","numeric_suffix",95%,,
"louissep15","LAW.P.C572","LAW.P.C572","numeric_suffix",95%,,
"louissep15","LAW.P.C573","LAW.P.C573","numeric_suffix",95%,,
"louissep15","LAW.P.C574","LAW.P.C574","numeric_suffix",95%,,
"louissep15","LAW.P.C575","LAW.P.C575","numeric_suffix",95%,,
"louissep15","LAW.P.C576","LAW.P.C576","numeric_suffix",95%,,
"louissep15","LAW.P.C577","LAW.P.C577","numeric_suffix",95%,,
"louissep15","LAW.P.C578","LAW.P.C578","numeric_suffix",95%,,
"louissep15","LAW.P.C579","LAW.P.C579","numeric_suffix",95%,,
"louissep15","LAW.P.C580","LAW.P.C580","numeric_suffix",95%,,
"louissep15","LAW.P.C581","LAW.P.C581","numeric_suffix",95%,,
"louissep15","LAW.P.C582","LAW.P.C582","numeric_suffix",95%,,
"louissep15","LAW.P.C583","LAW.P.C583","numeric_suffix",95%,,
"louissep15","LAW.P.C584","LAW.P.C584","numeric_suffix",95%,,
"louissep15","LAW.P.C585","LAW.P.C585","numeric_suffix",95%,,
"louissep15","LAW.P.C586","LAW.P.C586","numeric_suffix",95%,,
"louissep15","LAW.P.C587","LAW.P.C587","numeric_suffix",95%,,
"louissep15","LAW.P.C588","LAW.P.C588","numeric_suffix",95%,,
"louissep15","LAW.P.C589","LAW.P.C589","numeric_suffix",95%,,
"louissep15","LAW.P.C590","LAW.P.C590","numeric_suffix",95%,,
"louissep15","LAW.P.C591","LAW.P.C591","numeric_suffix",95%,,
"louissep15","LAW.P.C592","LAW.P.C592","numeric_suffix",95%,,
"louissep15","LAW.P.C593","LAW.P.C593","numeric_suffix",95%,,
"louissep15","LAW.P.C594","LAW.P.C594","numeric_suffix",95%,,
"louissep15","LAW.P.C595","LAW.P.C595","numeric_suffix",95%,,
"louissep15","LAW.P.C596","LAW.P.C596","numeric_suffix",95%,,
"louissep15","LAW.P.C597","LAW.P.C597","numeric_suffix",95%,,
"louissep15","LAW.P.C598","LAW.P.C598","numeric_suffix",95%,,
"louissep15","LAW.P.C599","LAW.P.C599","numeric_suffix",95%,,
"louissep15","LAW.P.C600","LAW.P.C600","numeric_suffix",95%,,
"louissep15","LAW.P.C602","LAW.P.C602","numeric_suffix",95%,,
"louissep15","LAW.P.C603","LAW.P.C603","numeric_suffix",95%,,
"louissep15","LAW.P.C604","LAW.P.C604","numeric_suffix",95%,,
"louissep15","LAW.P.C605","LAW.P.C605","numeric_suffix",95%,,
"louissep15","LAW.P.C606","LAW.P.C606","numeric_suffix",95%,,
"louissep15","LAW.P.C607","LAW.P.C607","numeric_suffix",95%,,
"louissep15","LAW.P.C608","LAW.P.C608","numeric_suffix",95%,,
"louissep15","LAW.P.C609","LAW.P.C609","numeric_suffix",95%,,
"louissep15","LAW.P.C610","LAW.P.C610","numeric_suffix",95%,,
"louissep15","LAW.P.C611","LAW.P.C611","numeric_suffix",95%,,
"louissep15","LAW.P.C612","LAW.P.C612","numeric_suffix",95%,,
"louissep15","LAW.P.C613","LAW.P.C613","numeric_suffix",95%,,
"louissep15","LAW.P.C614","LAW.P.C614","numeric_suffix",95%,,
"louissep15","LAW.P.C615","LAW.P.C615","numeric_suffix",95%,,
"louissep15","LAW.P.C616","LAW.P.C616","numeric_suffix",95%,,
"louissep15","LAW.P.C617","LAW.P.C617","numeric_suffix",95%,,
"louissep15","LAW.P.C618","LAW.P.C618","numeric_suffix",95%,,
"louissep15","LAW.P.C619","LAW.P.C619","numeric_suffix",95%,,
"louissep15","LAW.P.C620","LAW.P.C620","numeric_suffix",95%,,
"louissep15","LAW.P.C621","LAW.P.C621","numeric_suffix",95%,,
"louissep15","LAW.P.C622","LAW.P.C622","numeric_suffix",95%,,
"louissep15","LAW.P.C623","LAW.P.C623","numeric_suffix",95%,,
"louissep15","LAW.P.C624","LAW.P.C624","numeric_suffix",95%,,
"louissep15","LAW.P.C625","LAW.P.C625","numeric_suffix",95%,,
"louissep15","LAW.P.C626","LAW.P.C626","numeric_suffix",95%,,
"louissep15","LAW.P.C627","LAW.P.C627","numeric_suffix",95%,,
"louissep15","LAW.P.C628","LAW.P.C628","numeric_suffix",95%,,
"louissep15","LAW.P.C629","LAW.P.C629","numeric_suffix",95%,,
"louissep15","LAW.P.C630","LAW.P.C630","numeric_suffix",95%,,
"louissep15","LAW.P.C631","LAW.P.C631","numeric_suffix",95%,,
"louissep15","LAW.P.C632","LAW.P.C632","numeric_suffix",95%,,
"louissep15","LAW.P.C633","LAW.P.C633","numeric_suffix",95%,,
"louissep15","LAW.P.C634","LAW.P.C634","numeric_suffix",95%,,
"louissep15","LAW.P.C635","LAW.P.C635","numeric_suffix",95%,,
"louissep15","LAW.P.C636","LAW.P.C636","numeric_suffix",95%,,
"louissep15","LAW.P.C637","LAW.P.C637","numeric_suffix",95%,,
"louissep15","LAW.P.C638","LAW.P.C638","numeric_suffix",95%,,
"louissep15","LAW.P.C639","LAW.P.C639","numeric_suffix",95%,,
"louissep15","LAW.P.C640","LAW.P.C640","numeric_suffix",95%,,
"louissep15","LAW.P.C641","LAW.P.C641","numeric_suffix",95%,,
"louissep15","LAW.P.C642","LAW.P.C642","numeric_suffix",95%,,
"louissep15","LAW.P.C643","LAW.P.C643","numeric_suffix",95%,,
"louissep15","LAW.P.C644","LAW.P.C644","numeric_suffix",95%,,
"louissep15","LAW.P.C645","LAW.P.C645","numeric_suffix",95%,,
"louissep15","LAW.P.C646","LAW.P.C646","numeric_suffix",95%,,
"louissep15","LAW.P.C648","LAW.P.C648","numeric_suffix",95%,,
"louissep15","LAW.P.C649","LAW.P.C649","numeric_suffix",95%,,
"louissep15","LAW.P.C650","LAW.P.C650","numeric_suffix",95%,,
"louissep15","LAW.P.C651","LAW.P.C651","numeric_suffix",95%,,
"louissep15","LAW.P.C652","LAW.P.C652","numeric_suffix",95%,,
"louissep15","LAW.P.C653","LAW.P.C653","numeric_suffix",95%,,
"louissep15","LAW.P.C654","LAW.P.C654","numeric_suffix",95%,,
"louissep15","LAW.P.C655","LAW.P.C655","numeric_suffix",95%,,
"louissep15","LAW.P.C656","LAW.P.C656","numeric_suffix",95%,,
"louissep15","LAW.P.C657","LAW.P.C657","numeric_suffix",95%,,
"louissep15","LAW.P.C658","LAW.P.C658","numeric_suffix",95%,,
"louissep15","LAW.P.C659","LAW.P.C659","numeric_suffix",95%,,
"louissep15","LAW.P.C660","LAW.P.C660","numeric_suffix",95%,,
"louissep15","LAW.P.C661","LAW.P.C661","numeric_suffix",95%,,
"louissep15","LAW.P.C662","LAW.P.C662","numeric_suffix",95%,,
"louissep15","LAW.P.C663","LAW.P.C663","numeric_suffix",95%,,
"louissep15","LAW.P.C664","LAW.P.C664","numeric_suffix",95%,,
"louissep15","LAW.P.C665","LAW.P.C665","numeric_suffix",95%,,
"louissep15","LAW.P.C666","LAW.P.C666","numeric_suffix",95%,,
"louissep15","LAW.P.C667","LAW.P.C667","numeric_suffix",95%,,
"louissep15","LAW.P.C668","LAW.P.C668","numeric_suffix",95%,,
"louissep15","LAW.P.C669","LAW.P.C669","numeric_suffix",95%,,
"louissep15","LAW.P.C670","LAW.P.C670","numeric_suffix",95%,,
"louissep15","LAW.P.C671","LAW.P.C671","numeric_suffix",95%,,
"louissep15","LAW.P.C672","LAW.P.C672","numeric_suffix",95%,,
"louissep15","LAW.P.C673","LAW.P.C673","numeric_suffix",95%,,
"louissep15","LAW.P.C674","LAW.P.C674","numeric_suffix",95%,,
"louissep15","LAW.P.C675","LAW.P.C675","numeric_suffix",95%,,
"louissep15","LAW.P.C676","LAW.P.C676","numeric_suffix",95%,,
"louissep15","LAW.P.C677","LAW.P.C677","numeric_suffix",95%,,
"louissep15","LAW.P.C678","LAW.P.C678","numeric_suffix",95%,,
"louissep15","LAW.P.C679","LAW.P.C679","numeric_suffix",95%,,
"louissep15","LAW.P.C680","LAW.P.C680","numeric_suffix",95%,,
"louissep15","LAW.P.C681","LAW.P.C681","numeric_suffix",95%,,
"louissep15","LAW.P.C682","LAW.P.C682","numeric_suffix",95%,,
"louissep15","LAW.P.C683","LAW.P.C683","numeric_suffix",95%,,
"louissep15","LAW.P.C684","LAW.P.C684","numeric_suffix",95%,,
"louissep15","LAW.P.C685","LAW.P.C685","numeric_suffix",95%,,
"louissep15","LAW.P.C686","LAW.P.C686","numeric_suffix",95%,,
"louissep15","LAW.P.C687","LAW.P.C687","numeric_suffix",95%,,
"louissep15","LAW.P.C688","LAW.P.C688","numeric_suffix",95%,,
"louissep15","LAW.P.C689","LAW.P.C689","numeric_suffix",95%,,
"louissep15","LAW.P.C690","LAW.P.C690","numeric_suffix",95%,,
"louissep15","LAW.P.C691","LAW.P.C691","numeric_suffix",95%,,
"louissep15","LAW.P.C692","LAW.P.C692","numeric_suffix",95%,,
"louissep15","LAW.P.C693","LAW.P.C693","numeric_suffix",95%,,
"louissep15","LAW.P.C694","LAW.P.C694","numeric_suffix",95%,,
"louissep15","LAW.P.C695","LAW.P.C695","numeric_suffix",95%,,
"louissep15","LAW.P.C696","LAW.P.C696","numeric_suffix",95%,,
"louissep15","LAW.P.C697","LAW.P.C697","numeric_suffix",95%,,
"louissep15","LAW.P.C698","LAW.P.C698","numeric_suffix",95%,,
"louissep15","LAW.P.C699","LAW.P.C699","numeric_suffix",95%,,
"louissep15","LAW.P.C700","LAW.P.C700","numeric_suffix",95%,,
"louissep15","LAW.P.C701","LAW.P.C701","numeric_suffix",95%,,
"louissep15","LAW.P.C702","LAW.P.C702","numeric_suffix",95%,,
"louissep15","LAW.P.C703","LAW.P.C703","numeric_suffix",95%,,
"louissep15","LAW.P.C704","LAW.P.C704","numeric_suffix",95%,,
"louissep15","LAW.P.C705","LAW.P.C705","numeric_suffix",95%,,
"louissep15","LAW.P.C706","LAW.P.C706","numeric_suffix",95%,,
"louissep15","LAW.P.C707","LAW.P.C707","numeric_suffix",95%,,
