Project,SOW Pole,OneMap Pole,Match Type,Confidence,Distance (m),Verification Status
"louissep15","LAW.P.A955","LAW.P.A955","numeric_suffix",95%,,
"louissep15","LAW.P.A956","LAW.P.A956","numeric_suffix",95%,,
"louissep15","LAW.P.A957","LAW.P.A957","numeric_suffix",95%,,
"louissep15","LAW.P.A958","LAW.P.A958","numeric_suffix",95%,,
"louissep15","LAW.P.A959","LAW.P.A959","numeric_suffix",95%,,
"louissep15","LAW.P.A960","LAW.P.A960","numeric_suffix",95%,,
"louissep15","LAW.P.A961","LAW.P.A961","numeric_suffix",95%,,
"louissep15","LAW.P.A962","LAW.P.A962","numeric_suffix",95%,,
"louissep15","LAW.P.A963","LAW.P.A963","numeric_suffix",95%,,
"louissep15","LAW.P.A964","LAW.P.A964","numeric_suffix",95%,,
"louissep15","LAW.P.A965","LAW.P.A965","numeric_suffix",95%,,
"louissep15","LAW.P.A968","LAW.P.A968","numeric_suffix",95%,,
"louissep15","LAW.P.A969","LAW.P.A969","numeric_suffix",95%,,
"louissep15","LAW.P.A970","LAW.P.A970","numeric_suffix",95%,,
"louissep15","LAW.P.A971","LAW.P.A971","numeric_suffix",95%,,
"louissep15","LAW.P.A972","LAW.P.A972","numeric_suffix",95%,,
"louissep15","LAW.P.A973","LAW.P.A973","numeric_suffix",95%,,
"louissep15","LAW.P.A974","LAW.P.A974","numeric_suffix",95%,,
"louissep15","LAW.P.A975","LAW.P.A975","numeric_suffix",95%,,
"louissep15","LAW.P.A976","LAW.P.A976","numeric_suffix",95%,,
"louissep15","LAW.P.A977","LAW.P.A977","numeric_suffix",95%,,
"louissep15","LAW.P.A978","LAW.P.A978","numeric_suffix",95%,,
"louissep15","LAW.P.A979","LAW.P.A979","numeric_suffix",95%,,
"louissep15","LAW.P.A980","LAW.P.A980","numeric_suffix",95%,,
"louissep15","LAW.P.A981","LAW.P.A981","numeric_suffix",95%,,
"louissep15","LAW.P.A982","LAW.P.A982","numeric_suffix",95%,,
"louissep15","LAW.P.A983","LAW.P.A983","numeric_suffix",95%,,
"louissep15","LAW.P.A984","LAW.P.A984","numeric_suffix",95%,,
"louissep15","LAW.P.A985","LAW.P.A985","numeric_suffix",95%,,
"louissep15","LAW.P.A986","LAW.P.A986","numeric_suffix",95%,,
"louissep15","LAW.P.A987","LAW.P.A987","numeric_suffix",95%,,
"louissep15","LAW.P.A988","LAW.P.A988","numeric_suffix",95%,,
"louissep15","LAW.P.A989","LAW.P.A989","numeric_suffix",95%,,
"louissep15","LAW.P.A990","LAW.P.A990","numeric_suffix",95%,,
"louissep15","LAW.P.A991","LAW.P.A991","numeric_suffix",95%,,
"louissep15","LAW.P.A992","LAW.P.A992","numeric_suffix",95%,,
"louissep15","LAW.P.A993","LAW.P.A993","numeric_suffix",95%,,
"louissep15","LAW.P.A994","LAW.P.A994","numeric_suffix",95%,,
"louissep15","LAW.P.A995","LAW.P.A995","numeric_suffix",95%,,
"louissep15","LAW.P.A996","LAW.P.A996","numeric_suffix",95%,,
"louissep15","LAW.P.A997","LAW.P.A997","numeric_suffix",95%,,
"louissep15","LAW.P.A998","LAW.P.A998","numeric_suffix",95%,,
"louissep15","LAW.P.A999","LAW.P.A999","numeric_suffix",95%,,
"louissep15","LAW.P.B001","LAW.P.B001","numeric_suffix",95%,,
"louissep15","LAW.P.B002","LAW.P.B002","numeric_suffix",95%,,
"louissep15","LAW.P.B006","LAW.P.B006","numeric_suffix",95%,,
"louissep15","LAW.P.B007","LAW.P.B007","numeric_suffix",95%,,
"louissep15","LAW.P.B009","LAW.P.B009","numeric_suffix",95%,,
"louissep15","LAW.P.B010","LAW.P.B010","numeric_suffix",95%,,
"louissep15","LAW.P.B011","LAW.P.B011","numeric_suffix",95%,,
"louissep15","LAW.P.B012","LAW.P.B012","numeric_suffix",95%,,
"louissep15","LAW.P.B013","LAW.P.B013","numeric_suffix",95%,,
"louissep15","LAW.P.B014","LAW.P.B014","numeric_suffix",95%,,
"louissep15","LAW.P.B015","LAW.P.B015","numeric_suffix",95%,,
"louissep15","LAW.P.B016","LAW.P.B016","numeric_suffix",95%,,
"louissep15","LAW.P.B018","LAW.P.B018","numeric_suffix",95%,,
"louissep15","LAW.P.B019","LAW.P.B019","numeric_suffix",95%,,
"louissep15","LAW.P.B020","LAW.P.B020","numeric_suffix",95%,,
"louissep15","LAW.P.B021","LAW.P.B021","numeric_suffix",95%,,
"louissep15","LAW.P.B022","LAW.P.B022","numeric_suffix",95%,,
"louissep15","LAW.P.B023","LAW.P.B023","numeric_suffix",95%,,
"louissep15","LAW.P.B024","LAW.P.B024","numeric_suffix",95%,,
"louissep15","LAW.P.B025","LAW.P.B025","numeric_suffix",95%,,
"louissep15","LAW.P.B026","LAW.P.B026","numeric_suffix",95%,,
"louissep15","LAW.P.B027","LAW.P.B027","numeric_suffix",95%,,
"louissep15","LAW.P.B028","LAW.P.B028","numeric_suffix",95%,,
"louissep15","LAW.P.B029","LAW.P.B029","numeric_suffix",95%,,
"louissep15","LAW.P.B030","LAW.P.B030","numeric_suffix",95%,,
"louissep15","LAW.P.B032","LAW.P.B032","numeric_suffix",95%,,
"louissep15","LAW.P.B033","LAW.P.B033","numeric_suffix",95%,,
"louissep15","LAW.P.B034","LAW.P.B034","numeric_suffix",95%,,
"louissep15","LAW.P.B035","LAW.P.B035","numeric_suffix",95%,,
"louissep15","LAW.P.B036","LAW.P.B036","numeric_suffix",95%,,
"louissep15","LAW.P.B037","LAW.P.B037","numeric_suffix",95%,,
"louissep15","LAW.P.B038","LAW.P.B038","numeric_suffix",95%,,
"louissep15","LAW.P.B039","LAW.P.B039","numeric_suffix",95%,,
"louissep15","LAW.P.B040","LAW.P.B040","numeric_suffix",95%,,
"louissep15","LAW.P.B041","LAW.P.B041","numeric_suffix",95%,,
"louissep15","LAW.P.B042","LAW.P.B042","numeric_suffix",95%,,
"louissep15","LAW.P.B043","LAW.P.B043","numeric_suffix",95%,,
"louissep15","LAW.P.B044","LAW.P.B044","numeric_suffix",95%,,
"louissep15","LAW.P.B045","LAW.P.B045","numeric_suffix",95%,,
"louissep15","LAW.P.B046","LAW.P.B046","numeric_suffix",95%,,
"louissep15","LAW.P.B047","LAW.P.B047","numeric_suffix",95%,,
"louissep15","LAW.P.B048","LAW.P.B048","numeric_suffix",95%,,
"louissep15","LAW.P.B049","LAW.P.B049","numeric_suffix",95%,,
"louissep15","LAW.P.B050","LAW.P.B050","numeric_suffix",95%,,
"louissep15","LAW.P.B051","LAW.P.B051","numeric_suffix",95%,,
"louissep15","LAW.P.B052","LAW.P.B052","numeric_suffix",95%,,
"louissep15","LAW.P.B053","LAW.P.B053","numeric_suffix",95%,,
"louissep15","LAW.P.B054","LAW.P.B054","numeric_suffix",95%,,
"louissep15","LAW.P.B055","LAW.P.B055","numeric_suffix",95%,,
"louissep15","LAW.P.B056","LAW.P.B056","numeric_suffix",95%,,
"louissep15","LAW.P.B057","LAW.P.B057","numeric_suffix",95%,,
"louissep15","LAW.P.B058","LAW.P.B058","numeric_suffix",95%,,
"louissep15","LAW.P.B059","LAW.P.B059","numeric_suffix",95%,,
"louissep15","LAW.P.B060","LAW.P.B060","numeric_suffix",95%,,
"louissep15","LAW.P.B061","LAW.P.B061","numeric_suffix",95%,,
"louissep15","LAW.P.B062","LAW.P.B062","numeric_suffix",95%,,
"louissep15","LAW.P.B063","LAW.P.B063","numeric_suffix",95%,,
"louissep15","LAW.P.B064","LAW.P.B064","numeric_suffix",95%,,
"louissep15","LAW.P.B065","LAW.P.B065","numeric_suffix",95%,,
"louissep15","LAW.P.B066","LAW.P.B066","numeric_suffix",95%,,
"louissep15","LAW.P.B067","LAW.P.B067","numeric_suffix",95%,,
"louissep15","LAW.P.B068","LAW.P.B068","numeric_suffix",95%,,
"louissep15","LAW.P.B069","LAW.P.B069","numeric_suffix",95%,,
"louissep15","LAW.P.B070","LAW.P.B070","numeric_suffix",95%,,
"louissep15","LAW.P.B071","LAW.P.B071","numeric_suffix",95%,,
"louissep15","LAW.P.B072","LAW.P.B072","numeric_suffix",95%,,
"louissep15","LAW.P.B073","LAW.P.B073","numeric_suffix",95%,,
"louissep15","LAW.P.B074","LAW.P.B074","numeric_suffix",95%,,
"louissep15","LAW.P.B075","LAW.P.B075","numeric_suffix",95%,,
"louissep15","LAW.P.B076","LAW.P.B076","numeric_suffix",95%,,
"louissep15","LAW.P.B077","LAW.P.B077","numeric_suffix",95%,,
"louissep15","LAW.P.B078","LAW.P.B078","numeric_suffix",95%,,
"louissep15","LAW.P.B079","LAW.P.B079","numeric_suffix",95%,,
"louissep15","LAW.P.B080","LAW.P.B080","numeric_suffix",95%,,
"louissep15","LAW.P.B081","LAW.P.B081","numeric_suffix",95%,,
"louissep15","LAW.P.B082","LAW.P.B082","numeric_suffix",95%,,
"louissep15","LAW.P.B083","LAW.P.B083","numeric_suffix",95%,,
"louissep15","LAW.P.B084","LAW.P.B084","numeric_suffix",95%,,
"louissep15","LAW.P.B085","LAW.P.B085","numeric_suffix",95%,,
"louissep15","LAW.P.B086","LAW.P.B086","numeric_suffix",95%,,
"louissep15","LAW.P.B087","LAW.P.B087","numeric_suffix",95%,,
"louissep15","LAW.P.B088","LAW.P.B088","numeric_suffix",95%,,
"louissep15","LAW.P.B089","LAW.P.B089","numeric_suffix",95%,,
"louissep15","LAW.P.B090","LAW.P.B090","numeric_suffix",95%,,
"louissep15","LAW.P.B091","LAW.P.B091","numeric_suffix",95%,,
"louissep15","LAW.P.B092","LAW.P.B092","numeric_suffix",95%,,
"louissep15","LAW.P.B093","LAW.P.B093","numeric_suffix",95%,,
"louissep15","LAW.P.B094","LAW.P.B094","numeric_suffix",95%,,
"louissep15","LAW.P.B095","LAW.P.B095","numeric_suffix",95%,,
"louissep15","LAW.P.B096","LAW.P.B096","numeric_suffix",95%,,
"louissep15","LAW.P.B097","LAW.P.B097","numeric_suffix",95%,,
"louissep15","LAW.P.B098","LAW.P.B098","numeric_suffix",95%,,
"louissep15","LAW.P.B101","LAW.P.B101","numeric_suffix",95%,,
"louissep15","LAW.P.B102","LAW.P.B102","numeric_suffix",95%,,
"louissep15","LAW.P.B103","LAW.P.B103","numeric_suffix",95%,,
"louissep15","LAW.P.B104","LAW.P.B104","numeric_suffix",95%,,
"louissep15","LAW.P.B105","LAW.P.B105","numeric_suffix",95%,,
"louissep15","LAW.P.B106","LAW.P.B106","numeric_suffix",95%,,
"louissep15","LAW.P.B107","LAW.P.B107","numeric_suffix",95%,,
"louissep15","LAW.P.B108","LAW.P.B108","numeric_suffix",95%,,
"louissep15","LAW.P.B109","LAW.P.B109","numeric_suffix",95%,,
"louissep15","LAW.P.B110","LAW.P.B110","numeric_suffix",95%,,
"louissep15","LAW.P.B111","LAW.P.B111","numeric_suffix",95%,,
"louissep15","LAW.P.B112","LAW.P.B112","numeric_suffix",95%,,
"louissep15","LAW.P.B113","LAW.P.B113","numeric_suffix",95%,,
"louissep15","LAW.P.B114","LAW.P.B114","numeric_suffix",95%,,
"louissep15","LAW.P.B115","LAW.P.B115","numeric_suffix",95%,,
"louissep15","LAW.P.B116","LAW.P.B116","numeric_suffix",95%,,
"louissep15","LAW.P.B117","LAW.P.B117","numeric_suffix",95%,,
"louissep15","LAW.P.B118","LAW.P.B118","numeric_suffix",95%,,
"louissep15","LAW.P.B119","LAW.P.B119","numeric_suffix",95%,,
"louissep15","LAW.P.B120","LAW.P.B120","numeric_suffix",95%,,
"louissep15","LAW.P.B121","LAW.P.B121","numeric_suffix",95%,,
"louissep15","LAW.P.B122","LAW.P.B122","numeric_suffix",95%,,
"louissep15","LAW.P.B123","LAW.P.B123","numeric_suffix",95%,,
"louissep15","LAW.P.B124","LAW.P.B124","numeric_suffix",95%,,
"louissep15","LAW.P.B125","LAW.P.B125","numeric_suffix",95%,,
"louissep15","LAW.P.B126","LAW.P.B126","numeric_suffix",95%,,
"louissep15","LAW.P.B127","LAW.P.B127","numeric_suffix",95%,,
"louissep15","LAW.P.B128","LAW.P.B128","numeric_suffix",95%,,
"louissep15","LAW.P.B129","LAW.P.B129","numeric_suffix",95%,,
"louissep15","LAW.P.B130","LAW.P.B130","numeric_suffix",95%,,
"louissep15","LAW.P.B131","LAW.P.B131","numeric_suffix",95%,,
"louissep15","LAW.P.B132","LAW.P.B132","numeric_suffix",95%,,
"louissep15","LAW.P.B133","LAW.P.B133","numeric_suffix",95%,,
"louissep15","LAW.P.B134","LAW.P.B134","numeric_suffix",95%,,
"louissep15","LAW.P.B135","LAW.P.B135","numeric_suffix",95%,,
"louissep15","LAW.P.B136","LAW.P.B136","numeric_suffix",95%,,
"louissep15","LAW.P.B137","LAW.P.B137","numeric_suffix",95%,,
"louissep15","LAW.P.B138","LAW.P.B138","numeric_suffix",95%,,
"louissep15","LAW.P.B139","LAW.P.B139","numeric_suffix",95%,,
"louissep15","LAW.P.B140","LAW.P.B140","numeric_suffix",95%,,
"louissep15","LAW.P.B141","LAW.P.B141","numeric_suffix",95%,,
"louissep15","LAW.P.B142","LAW.P.B142","numeric_suffix",95%,,
"louissep15","LAW.P.B143","LAW.P.B143","numeric_suffix",95%,,
"louissep15","LAW.P.B144","LAW.P.B144","numeric_suffix",95%,,
"louissep15","LAW.P.B145","LAW.P.B145","numeric_suffix",95%,,
"louissep15","LAW.P.B146","LAW.P.B146","numeric_suffix",95%,,
"louissep15","LAW.P.B147","LAW.P.B147","numeric_suffix",95%,,
"louissep15","LAW.P.B148","LAW.P.B148","numeric_suffix",95%,,
"louissep15","LAW.P.B149","LAW.P.B149","numeric_suffix",95%,,
"louissep15","LAW.P.B150","LAW.P.B150","numeric_suffix",95%,,
"louissep15","LAW.P.B151","LAW.P.B151","numeric_suffix",95%,,
"louissep15","LAW.P.B152","LAW.P.B152","numeric_suffix",95%,,
"louissep15","LAW.P.B153","LAW.P.B153","numeric_suffix",95%,,
"louissep15","LAW.P.B154","LAW.P.B154","numeric_suffix",95%,,
"louissep15","LAW.P.B155","LAW.P.B155","numeric_suffix",95%,,
"louissep15","LAW.P.B156","LAW.P.B156","numeric_suffix",95%,,
"louissep15","LAW.P.B157","LAW.P.B157","numeric_suffix",95%,,
"louissep15","LAW.P.B158","LAW.P.B158","numeric_suffix",95%,,
"louissep15","LAW.P.B159","LAW.P.B159","numeric_suffix",95%,,
"louissep15","LAW.P.B160","LAW.P.B160","numeric_suffix",95%,,
"louissep15","LAW.P.B161","LAW.P.B161","numeric_suffix",95%,,
"louissep15","LAW.P.B162","LAW.P.B162","numeric_suffix",95%,,
"louissep15","LAW.P.B163","LAW.P.B163","numeric_suffix",95%,,
"louissep15","LAW.P.B164","LAW.P.B164","numeric_suffix",95%,,
"louissep15","LAW.P.B165","LAW.P.B165","numeric_suffix",95%,,
"louissep15","LAW.P.B166","LAW.P.B166","numeric_suffix",95%,,
"louissep15","LAW.P.B167","LAW.P.B167","numeric_suffix",95%,,
"louissep15","LAW.P.B168","LAW.P.B168","numeric_suffix",95%,,
"louissep15","LAW.P.B169","LAW.P.B169","numeric_suffix",95%,,
"louissep15","LAW.P.B170","LAW.P.B170","numeric_suffix",95%,,
"louissep15","LAW.P.B171","LAW.P.B171","numeric_suffix",95%,,
"louissep15","LAW.P.B172","LAW.P.B172","numeric_suffix",95%,,
"louissep15","LAW.P.B173","LAW.P.B173","numeric_suffix",95%,,
"louissep15","LAW.P.B174","LAW.P.B174","numeric_suffix",95%,,
"louissep15","LAW.P.B175","LAW.P.B175","numeric_suffix",95%,,
"louissep15","LAW.P.B176","LAW.P.B176","numeric_suffix",95%,,
"louissep15","LAW.P.B177","LAW.P.B177","numeric_suffix",95%,,
"louissep15","LAW.P.B178","LAW.P.B178","numeric_suffix",95%,,
"louissep15","LAW.P.B179","LAW.P.B179","numeric_suffix",95%,,
"louissep15","LAW.P.B180","LAW.P.B180","numeric_suffix",95%,,
"louissep15","LAW.P.B181","LAW.P.B181","numeric_suffix",95%,,
"louissep15","LAW.P.B182","LAW.P.B182","numeric_suffix",95%,,
"louissep15","LAW.P.B183","LAW.P.B183","numeric_suffix",95%,,
"louissep15","LAW.P.B184","LAW.P.B184","numeric_suffix",95%,,
"louissep15","LAW.P.B185","LAW.P.B185","numeric_suffix",95%,,
"louissep15","LAW.P.B186","LAW.P.B186","numeric_suffix",95%,,
"louissep15","LAW.P.B187","LAW.P.B187","numeric_suffix",95%,,
"louissep15","LAW.P.B188","LAW.P.B188","numeric_suffix",95%,,
"louissep15","LAW.P.B189","LAW.P.B189","numeric_suffix",95%,,
"louissep15","LAW.P.B190","LAW.P.B190","numeric_suffix",95%,,
"louissep15","LAW.P.B191","LAW.P.B191","numeric_suffix",95%,,
"louissep15","LAW.P.B192","LAW.P.B192","numeric_suffix",95%,,
"louissep15","LAW.P.B193","LAW.P.B193","numeric_suffix",95%,,
"louissep15","LAW.P.B194","LAW.P.B194","numeric_suffix",95%,,
"louissep15","LAW.P.B195","LAW.P.B195","numeric_suffix",95%,,
"louissep15","LAW.P.B196","LAW.P.B196","numeric_suffix",95%,,
"louissep15","LAW.P.B197","LAW.P.B197","numeric_suffix",95%,,
"louissep15","LAW.P.B198","LAW.P.B198","numeric_suffix",95%,,
"louissep15","LAW.P.B199","LAW.P.B199","numeric_suffix",95%,,
"louissep15","LAW.P.B200","LAW.P.B200","numeric_suffix",95%,,
"louissep15","LAW.P.B201","LAW.P.B201","numeric_suffix",95%,,
"louissep15","LAW.P.B202","LAW.P.B202","numeric_suffix",95%,,
"louissep15","LAW.P.B203","LAW.P.B203","numeric_suffix",95%,,
"louissep15","LAW.P.B204","LAW.P.B204","numeric_suffix",95%,,
"louissep15","LAW.P.B205","LAW.P.B205","numeric_suffix",95%,,
"louissep15","LAW.P.B206","LAW.P.B206","numeric_suffix",95%,,
"louissep15","LAW.P.B207","LAW.P.B207","numeric_suffix",95%,,
"louissep15","LAW.P.B208","LAW.P.B208","numeric_suffix",95%,,
"louissep15","LAW.P.B209","LAW.P.B209","numeric_suffix",95%,,
"louissep15","LAW.P.B210","LAW.P.B210","numeric_suffix",95%,,
"louissep15","LAW.P.B211","LAW.P.B211","numeric_suffix",95%,,
"louissep15","LAW.P.B212","LAW.P.B212","numeric_suffix",95%,,
"louissep15","LAW.P.B213","LAW.P.B213","numeric_suffix",95%,,
"louissep15","LAW.P.B214","LAW.P.B214","numeric_suffix",95%,,
"louissep15","LAW.P.B216","LAW.P.B216","numeric_suffix",95%,,
"louissep15","LAW.P.B217","LAW.P.B217","numeric_suffix",95%,,
"louissep15","LAW.P.B218","LAW.P.B218","numeric_suffix",95%,,
"louissep15","LAW.P.B219","LAW.P.B219","numeric_suffix",95%,,
"louissep15","LAW.P.B220","LAW.P.B220","numeric_suffix",95%,,
"louissep15","LAW.P.B221","LAW.P.B221","numeric_suffix",95%,,
"louissep15","LAW.P.B222","LAW.P.B222","numeric_suffix",95%,,
"louissep15","LAW.P.B223","LAW.P.B223","numeric_suffix",95%,,
"louissep15","LAW.P.B224","LAW.P.B224","numeric_suffix",95%,,
"louissep15","LAW.P.B225","LAW.P.B225","numeric_suffix",95%,,
"louissep15","LAW.P.B227","LAW.P.B227","numeric_suffix",95%,,
"louissep15","LAW.P.B228","LAW.P.B228","numeric_suffix",95%,,
"louissep15","LAW.P.B229","LAW.P.B229","numeric_suffix",95%,,
"louissep15","LAW.P.B230","LAW.P.B230","numeric_suffix",95%,,
"louissep15","LAW.P.B231","LAW.P.B231","numeric_suffix",95%,,
"louissep15","LAW.P.B232","LAW.P.B232","numeric_suffix",95%,,
"louissep15","LAW.P.B233","LAW.P.B233","numeric_suffix",95%,,
"louissep15","LAW.P.B234","LAW.P.B234","numeric_suffix",95%,,
"louissep15","LAW.P.B235","LAW.P.B235","numeric_suffix",95%,,
"louissep15","LAW.P.B236","LAW.P.B236","numeric_suffix",95%,,
"louissep15","LAW.P.B237","LAW.P.B237","numeric_suffix",95%,,
"louissep15","LAW.P.B238","LAW.P.B238","numeric_suffix",95%,,
"louissep15","LAW.P.B239","LAW.P.B239","numeric_suffix",95%,,
"louissep15","LAW.P.B240","LAW.P.B240","numeric_suffix",95%,,
"louissep15","LAW.P.B241","LAW.P.B241","numeric_suffix",95%,,
"louissep15","LAW.P.B242","LAW.P.B242","numeric_suffix",95%,,
"louissep15","LAW.P.B243","LAW.P.B243","numeric_suffix",95%,,
"louissep15","LAW.P.B244","LAW.P.B244","numeric_suffix",95%,,
"louissep15","LAW.P.B245","LAW.P.B245","numeric_suffix",95%,,
"louissep15","LAW.P.B246","LAW.P.B246","numeric_suffix",95%,,
"louissep15","LAW.P.B247","LAW.P.B247","numeric_suffix",95%,,
"louissep15","LAW.P.B248","LAW.P.B248","numeric_suffix",95%,,
"louissep15","LAW.P.B249","LAW.P.B249","numeric_suffix",95%,,
"louissep15","LAW.P.B250","LAW.P.B250","numeric_suffix",95%,,
"louissep15","LAW.P.B251","LAW.P.B251","numeric_suffix",95%,,
"louissep15","LAW.P.B252","LAW.P.B252","numeric_suffix",95%,,
"louissep15","LAW.P.B253","LAW.P.B253","numeric_suffix",95%,,
"louissep15","LAW.P.B254","LAW.P.B254","numeric_suffix",95%,,
"louissep15","LAW.P.B255","LAW.P.B255","numeric_suffix",95%,,
"louissep15","LAW.P.B256","LAW.P.B256","numeric_suffix",95%,,
"louissep15","LAW.P.B257","LAW.P.B257","numeric_suffix",95%,,
"louissep15","LAW.P.B258","LAW.P.B258","numeric_suffix",95%,,
"louissep15","LAW.P.B259","LAW.P.B259","numeric_suffix",95%,,
"louissep15","LAW.P.B260","LAW.P.B260","numeric_suffix",95%,,
"louissep15","LAW.P.B261","LAW.P.B261","numeric_suffix",95%,,
"louissep15","LAW.P.B262","LAW.P.B262","numeric_suffix",95%,,
"louissep15","LAW.P.B263","LAW.P.B263","numeric_suffix",95%,,
"louissep15","LAW.P.B264","LAW.P.B264","numeric_suffix",95%,,
"louissep15","LAW.P.B265","LAW.P.B265","numeric_suffix",95%,,
"louissep15","LAW.P.B266","LAW.P.B266","numeric_suffix",95%,,
"louissep15","LAW.P.B267","LAW.P.B267","numeric_suffix",95%,,
"louissep15","LAW.P.B268","LAW.P.B268","numeric_suffix",95%,,
"louissep15","LAW.P.B269","LAW.P.B269","numeric_suffix",95%,,
"louissep15","LAW.P.B270","LAW.P.B270","numeric_suffix",95%,,
"louissep15","LAW.P.B271","LAW.P.B271","numeric_suffix",95%,,
"louissep15","LAW.P.B272","LAW.P.B272","numeric_suffix",95%,,
"louissep15","LAW.P.B273","LAW.P.B273","numeric_suffix",95%,,
"louissep15","LAW.P.B274","LAW.P.B274","numeric_suffix",95%,,
"louissep15","LAW.P.B275","LAW.P.B275","numeric_suffix",95%,,
"louissep15","LAW.P.B276","LAW.P.B276","numeric_suffix",95%,,
"louissep15","LAW.P.B277","LAW.P.B277","numeric_suffix",95%,,
"louissep15","LAW.P.B278","LAW.P.B278","numeric_suffix",95%,,
"louissep15","LAW.P.B279","LAW.P.B279","numeric_suffix",95%,,
"louissep15","LAW.P.B280","LAW.P.B280","numeric_suffix",95%,,
"louissep15","LAW.P.B281","LAW.P.B281","numeric_suffix",95%,,
"louissep15","LAW.P.B282","LAW.P.B282","numeric_suffix",95%,,
"louissep15","LAW.P.B283","LAW.P.B283","numeric_suffix",95%,,
"louissep15","LAW.P.B284","LAW.P.B284","numeric_suffix",95%,,
"louissep15","LAW.P.B285","LAW.P.B285","numeric_suffix",95%,,
"louissep15","LAW.P.B286","LAW.P.B286","numeric_suffix",95%,,
"louissep15","LAW.P.B287","LAW.P.B287","numeric_suffix",95%,,
"louissep15","LAW.P.B288","LAW.P.B288","numeric_suffix",95%,,
"louissep15","LAW.P.B289","LAW.P.B289","numeric_suffix",95%,,
"louissep15","LAW.P.B290","LAW.P.B290","numeric_suffix",95%,,
"louissep15","LAW.P.B291","LAW.P.B291","numeric_suffix",95%,,
"louissep15","LAW.P.B292","LAW.P.B292","numeric_suffix",95%,,
"louissep15","LAW.P.B293","LAW.P.B293","numeric_suffix",95%,,
"louissep15","LAW.P.B294","LAW.P.B294","numeric_suffix",95%,,
"louissep15","LAW.P.B295","LAW.P.B295","numeric_suffix",95%,,
"louissep15","LAW.P.B296","LAW.P.B296","numeric_suffix",95%,,
"louissep15","LAW.P.B297","LAW.P.B297","numeric_suffix",95%,,
"louissep15","LAW.P.B298","LAW.P.B298","numeric_suffix",95%,,
"louissep15","LAW.P.B299","LAW.P.B299","numeric_suffix",95%,,
"louissep15","LAW.P.B300","LAW.P.B300","numeric_suffix",95%,,
"louissep15","LAW.P.B301","LAW.P.B301","numeric_suffix",95%,,
"louissep15","LAW.P.B302","LAW.P.B302","numeric_suffix",95%,,
"louissep15","LAW.P.B303","LAW.P.B303","numeric_suffix",95%,,
"louissep15","LAW.P.B304","LAW.P.B304","numeric_suffix",95%,,
"louissep15","LAW.P.B305","LAW.P.B305","numeric_suffix",95%,,
"louissep15","LAW.P.B306","LAW.P.B306","numeric_suffix",95%,,
"louissep15","LAW.P.B307","LAW.P.B307","numeric_suffix",95%,,
"louissep15","LAW.P.B308","LAW.P.B308","numeric_suffix",95%,,
"louissep15","LAW.P.B309","LAW.P.B309","numeric_suffix",95%,,
"louissep15","LAW.P.B310","LAW.P.B310","numeric_suffix",95%,,
"louissep15","LAW.P.B311","LAW.P.B311","numeric_suffix",95%,,
"louissep15","LAW.P.B312","LAW.P.B312","numeric_suffix",95%,,
"louissep15","LAW.P.B313","LAW.P.B313","numeric_suffix",95%,,
"louissep15","LAW.P.B314","LAW.P.B314","numeric_suffix",95%,,
"louissep15","LAW.P.B315","LAW.P.B315","numeric_suffix",95%,,
"louissep15","LAW.P.B316","LAW.P.B316","numeric_suffix",95%,,
"louissep15","LAW.P.B317","LAW.P.B317","numeric_suffix",95%,,
"louissep15","LAW.P.B318","LAW.P.B318","numeric_suffix",95%,,
"louissep15","LAW.P.B319","LAW.P.B319","numeric_suffix",95%,,
"louissep15","LAW.P.B320","LAW.P.B320","numeric_suffix",95%,,
"louissep15","LAW.P.B321","LAW.P.B321","numeric_suffix",95%,,
"louissep15","LAW.P.B322","LAW.P.B322","numeric_suffix",95%,,
"louissep15","LAW.P.B323","LAW.P.B323","numeric_suffix",95%,,
"louissep15","LAW.P.B324","LAW.P.B324","numeric_suffix",95%,,
"louissep15","LAW.P.B325","LAW.P.B325","numeric_suffix",95%,,
"louissep15","LAW.P.B326","LAW.P.B326","numeric_suffix",95%,,
"louissep15","LAW.P.B327","LAW.P.B327","numeric_suffix",95%,,
"louissep15","LAW.P.B328","LAW.P.B328","numeric_suffix",95%,,
"louissep15","LAW.P.B329","LAW.P.B329","numeric_suffix",95%,,
"louissep15","LAW.P.B330","LAW.P.B330","numeric_suffix",95%,,
"louissep15","LAW.P.B331","LAW.P.B331","numeric_suffix",95%,,
"louissep15","LAW.P.B332","LAW.P.B332","numeric_suffix",95%,,
"louissep15","LAW.P.B333","LAW.P.B333","numeric_suffix",95%,,
"louissep15","LAW.P.B334","LAW.P.B334","numeric_suffix",95%,,
"louissep15","LAW.P.B335","LAW.P.B335","numeric_suffix",95%,,
"louissep15","LAW.P.B336","LAW.P.B336","numeric_suffix",95%,,
"louissep15","LAW.P.B337","LAW.P.B337","numeric_suffix",95%,,
"louissep15","LAW.P.B338","LAW.P.B338","numeric_suffix",95%,,
"louissep15","LAW.P.B339","LAW.P.B339","numeric_suffix",95%,,
"louissep15","LAW.P.B340","LAW.P.B340","numeric_suffix",95%,,
"louissep15","LAW.P.B341","LAW.P.B341","numeric_suffix",95%,,
"louissep15","LAW.P.B342","LAW.P.B342","numeric_suffix",95%,,
"louissep15","LAW.P.B343","LAW.P.B343","numeric_suffix",95%,,
"louissep15","LAW.P.B344","LAW.P.B344","numeric_suffix",95%,,
